obj1 obj2 0.1042 segundos
1.130490e+04	1.180983e+07
1.287510e+04	1.107794e+07
1.232090e+04	1.127488e+07
1.287510e+04	1.107794e+07
1.232090e+04	1.127488e+07
1.145480e+04	1.172387e+07
1.103710e+04	1.304274e+07
1.195065e+04	1.143980e+07
1.103710e+04	1.304274e+07
1.195065e+04	1.143980e+07
1.108765e+04	1.251213e+07
1.195065e+04	1.143980e+07
1.103710e+04	1.304274e+07
1.145480e+04	1.172387e+07
1.232090e+04	1.127488e+07
1.127470e+04	1.247164e+07
1.287510e+04	1.107794e+07
1.105195e+04	1.253245e+07
1.121685e+04	1.248621e+07
1.130490e+04	1.180983e+07
1.287510e+04	1.107794e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.239990e+04	1.118887e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.121685e+04	1.248621e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.287510e+04	1.107794e+07
1.103710e+04	1.304274e+07
1.232090e+04	1.127488e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.103710e+04	1.304274e+07
1.121685e+04	1.248621e+07
1.195065e+04	1.143980e+07
1.103710e+04	1.304274e+07
1.287510e+04	1.107794e+07
1.195065e+04	1.143980e+07
1.103710e+04	1.304274e+07
1.145480e+04	1.172387e+07
1.232090e+04	1.127488e+07
1.239990e+04	1.118887e+07
1.136645e+04	1.178368e+07
1.103710e+04	1.304274e+07
1.287510e+04	1.107794e+07
1.103710e+04	1.304274e+07
1.130490e+04	1.180983e+07
1.103710e+04	1.304274e+07
1.232090e+04	1.127488e+07
